set,model,horizon,shots,mean_nrmse,median_nrmse_inflation,mean_nrmse_inflation,paired_segment_ci95_low,paired_segment_ci95_high,median_relative_nrmse_inflation,mean_relative_nrmse_inflation,p90_relative_nrmse_inflation,useful_horizon,criterion,exact_useful_horizon,useful_horizon_change_from_exact
F,single_kernel,4,300,0.8476823905876086,0.16499377373903834,0.2101199341470666,0.15459100827266126,0.26560542031696927,0.3396729257122205,0.3549251084462351,0.6804640782290583,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,4,1000,0.7827391745148132,0.11795110458077915,0.1451767180742712,0.10315376222640019,0.18940719398948014,0.2264995616652749,0.24670387449823059,0.49881302383821396,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,4,3000,0.7437308217034063,0.09083128980032845,0.1061683652628643,0.07197129346624516,0.14113746404082225,0.17564075287013087,0.18274938064065327,0.38230131187376465,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,4,10000,0.7129885573907264,0.06342392485362111,0.07542610095018447,0.05054096819765041,0.10089355025375694,0.1208223977984447,0.13053485856216768,0.2794833737095299,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0
F,single_kernel,8,100,1.0749519378233345,0.11799200308871505,0.14712795409394447,0.10816933285346474,0.18681838890341815,0.13574626054815386,0.15907858987434517,0.2961849313662665,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,8,300,1.0479118137307957,0.1054871387973568,0.12008783000140558,0.08939806644392997,0.15023588667008544,0.113003583221882,0.12917927440176824,0.23757976658406402,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,8,1000,1.0177675253091885,0.0871787081639523,0.08994354157979852,0.06733698105013061,0.11253057922831604,0.090450628031088,0.09657968603335433,0.18175395544589945,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,8,3000,1.00010688862238,0.0716970757184629,0.07228290489298997,0.05435939931711474,0.08901022824348492,0.0735160754049671,0.07769212456129417,0.14553908585260236,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,8,10000,0.9809947773545711,0.05001538411587285,0.05317079362518116,0.041887255403739276,0.0647314000734224,0.05387649399857685,0.05727314113771879,0.10355896640961387,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0
F,single_kernel,16,100,1.1071829925954706,0.04807057498310325,0.05253937445978669,0.03651518932209791,0.06877937368027434,0.0456869192191713,0.05017577087020557,0.10583751095385494,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,16,300,1.1000402386455896,0.0403415735770921,0.045396620509905714,0.03103884076394843,0.05964841346141926,0.039740172065114,0.04337819888744496,0.09664285150244499,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,16,1000,1.091817832423089,0.0342865758249426,0.03717421428740522,0.024171933407496446,0.04974803959160702,0.03423641217779275,0.03577910077747512,0.08656100038685338,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,16,3000,1.086670128290134,0.0304911562563123,0.032026510154450606,0.020589073019166,0.042934523840334596,0.0304831033198345,0.03105389119773253,0.07658575685706052,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,16,10000,1.0814397669854692,0.02683170115343505,0.02679614884978531,0.017782539142603075,0.03523669522347971,0.02660451974035075,0.026242326877801696,0.06549448006499176,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0
F,single_kernel,32,100,1.1178074615373468,0.0303362079750066,0.04851314108468421,0.02605837950694033,0.08261376675659035,0.02935621653830925,0.044696629033340346,0.11639192188257559,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,32,300,1.1116794776581935,0.0284830526896854,0.042385157205531064,0.023881896663360914,0.06675175700623821,0.027928976258004848,0.03929035980557408,0.09193936633142945,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,32,1000,1.1055889105628383,0.0245910198501487,0.036294590110175814,0.02000607165803922,0.05841067449779317,0.02358299047402715,0.03376450800511596,0.07561642296292186,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,32,3000,1.1016435712510348,0.023701022823471453,0.03234925079837252,0.017872546033773976,0.04970672582396724,0.02205946103980535,0.03018998042907216,0.07212508772135726,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,32,10000,1.0945132367024761,0.017680959951116848,0.025218916249813674,0.013936588403412855,0.038779389009461165,0.016503840775894403,0.023702122373785786,0.06434191954516091,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0
F,single_kernel,64,100,1.0976823738207955,0.0267713001400432,0.04648504491329257,0.024928018188036617,0.07403372314016958,0.026077134334157898,0.04286769324130751,0.10593809381512687,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,64,300,1.0893516060977706,0.0238868124512883,0.03815427719026759,0.020830610615760838,0.06041896884977599,0.022364403405908,0.0352502276484331,0.08974621853163778,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,64,1000,1.081581755502932,0.02008364036134275,0.030384426595428823,0.018050177697252527,0.045815063599686276,0.019164587321622302,0.02810458015933919,0.059398580003474075,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,64,3000,1.0754549441410555,0.01809771535407785,0.02425761523355245,0.015727344855199915,0.03514552718114504,0.01720576261783725,0.02248876328606593,0.0502504841550257,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,64,10000,1.0692475080726538,0.012657291827055151,0.01805017916515068,0.011832539083568593,0.025508040142502967,0.01216291618659615,0.016762459983970673,0.04011675739185473,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0
F,single_kernel,128,100,1.0805603707298432,0.0090247539051777,0.01994605120599,0.009385342624747668,0.03318816667102601,0.00859552607384325,0.01781834998307965,0.05516830226694423,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,128,300,1.0734838459216751,0.00611831121590025,0.012869526397821733,0.006217096099172629,0.021436750803364175,0.0058527631483004505,0.011458630649006173,0.0297884660004746,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,128,1000,1.069208468815384,0.00341548289368205,0.008594149291530618,0.003934738219338976,0.013925334172936399,0.00326110557816065,0.007644725685898456,0.020879604617246802,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,128,3000,1.0657187308389033,0.0015220670636264,0.005104411315050041,0.002568551474292736,0.007970764168854613,0.0014898061838987,0.004586883935119119,0.014889619087581976,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,
F,single_kernel,128,10000,1.0616486345824898,0.0003676495005666,0.001034315058636506,0.0005891033919615651,0.001575641098663399,0.000346906095528,0.000948677820588839,0.00524361255720331,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0
S,AB_noaux,1,100,0.6188368223197667,0.3172335820229773,0.376625166443295,0.3095536015502185,0.46528968902511514,1.5467180596406465,1.673096966786055,2.9803722270109128,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,1,300,0.5011949312536689,0.21449799729056213,0.25898327537719734,0.20734689282281932,0.32571263865052463,0.9973602568566724,1.1409076264585882,2.106102732428331,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,1,1000,0.40745218536131234,0.1434952297964427,0.16524052948484075,0.13549625753791605,0.20594108846100206,0.6238650420518074,0.721814351398436,1.3075301350433508,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,1,3000,0.35750718973711604,0.10457661114271044,0.11529553386064441,0.09448281672231117,0.14178726409024442,0.4332524101061353,0.4994946464719245,0.84385448626289,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,1,10000,0.32121743571223293,0.07397266952355845,0.07900577983576135,0.06344428753423845,0.09631953899718555,0.29671789311015645,0.3378935969244967,0.5873365594944709,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,2,100,0.7630199765648673,0.26236522657572925,0.3024161462713761,0.2506119670419881,0.3699704329553112,0.6693722392066881,0.7068248813025837,1.161265371140655,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,2,300,0.6812147853514584,0.1936202691676031,0.22061095505796724,0.18242302793475004,0.2680096177690881,0.4586030148134018,0.5095610020277659,0.8323575130934062,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,2,1000,0.6138904963167698,0.13726818859977055,0.15328666602327864,0.12928472086370726,0.1812732706905626,0.32135435445637195,0.3510141817585643,0.5506027896333942,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,2,3000,0.578323999678317,0.10464818196310145,0.11772016938482589,0.09959824411499554,0.13858757065935776,0.24748238275453677,0.26917900719797233,0.4359099478273125,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,2,10000,0.5497752810024068,0.0779914925024559,0.08917145070891562,0.0732203124541028,0.10862975441392435,0.1779689675622687,0.20334148764775692,0.34818300283975856,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,4,100,0.9570446860551499,0.14033397027429156,0.13259832650510803,0.09161595711688097,0.16854230716583268,0.17046339412933748,0.180018153320268,0.3408830788110209,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,4,300,0.9342578005858759,0.1125439134510339,0.10981144103583418,0.07537379775085175,0.1388251028379807,0.1388170544724265,0.1496870113216826,0.2871692899287473,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,4,1000,0.919979874895137,0.10419156116100795,0.09553351534509502,0.06527626938919671,0.12389121885979947,0.11974443463177105,0.13085695485245405,0.25419418597471666,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,4,3000,0.9149029707728067,0.09508319078927771,0.09045661122276477,0.06106771392506471,0.11770322176671588,0.1158276676939082,0.1245576425441537,0.23772958861006305,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,4,10000,0.903402880944009,0.06944990602946675,0.07895652139396697,0.053915146234914564,0.10230121695648749,0.0861047746624166,0.10699071360565396,0.19950423879007123,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,8,100,1.000310696751801,0.04422712966254145,0.06014895231927355,0.03527405865223672,0.0868418177867558,0.04635723989472,0.06750679887436764,0.15786834321207652,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,8,300,0.9928740957369873,0.04313550180244935,0.05271235130445965,0.030838394345211295,0.07746598040698174,0.0449266773463082,0.05947743826602001,0.14457539768721678,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,8,1000,0.9886885715131609,0.0420763538907272,0.04852682708063329,0.02690475243940623,0.07034658660604536,0.044261520519997,0.054978720254948286,0.13697477515625858,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,8,3000,0.9867295988285938,0.0414700479697526,0.04656785439606625,0.026414365777066965,0.06844283865365168,0.043353953876938495,0.052956448377808524,0.13435162160259542,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,8,10000,0.9861238360843512,0.0406985404754174,0.04596209165182352,0.02491082242068645,0.06588842882008152,0.0434317186451506,0.052302531959999295,0.1339104512979815,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,16,100,0.9906862478116216,0.007727069375411099,0.024068908733970378,0.0065213067494760656,0.04429032455139761,0.0081539769594712,0.026128431520638536,0.09945190758288361,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,16,300,0.9853661894728204,0.00417099431762635,0.01874885039516939,0.0043536274044323284,0.03469259606862957,0.0044829708314689,0.02052018957792663,0.09019376774792388,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,16,1000,0.9816428072965677,0.0014302317101338,0.015025468218916628,0.0020396416875773527,0.028662605883705075,0.00150505009420775,0.016627861397385542,0.08238842351487674,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,16,3000,0.9784716313848572,0.0006720202444956,0.011854292307205869,0.0015408658416734174,0.02336280097738685,0.0007014428583923,0.013195328053730825,0.07246700794732133,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,16,10000,0.9769533574615893,0.00028829861688744996,0.010336018383938102,0.0007541657798337275,0.020251160024185495,0.00030278533325035,0.01154823179001034,0.058574297658946665,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,32,100,1.0067446409744025,0.00311723317227625,0.011094081592000137,0.0013599107939095468,0.021574077408033555,0.00311297053408555,0.01167673039481732,0.04818767885765884,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,32,300,1.0036303171504406,0.0021671195201297504,0.007979757768038666,0.00038357900296623554,0.015722507474056895,0.0021661507101623503,0.008452104132048418,0.03994490022997346,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,32,1000,1.001612983117457,0.0022475176471511,0.005962423735054627,0.0009984476381314487,0.011130447125238144,0.00227084112445845,0.006266491912971892,0.0258023305341635,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,32,3000,0.9996467058265961,0.0012068236833181001,0.003996146444193844,0.0009213865901455703,0.007003040937419934,0.0011991153809333,0.004221262643062803,0.0196546882763801,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,32,10000,0.997257505445344,0.0003770649484938,0.0016069460629419118,0.000490584683880589,0.002766937764454405,0.00037495950995565,0.0017044290702155245,0.00765669016556282,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,64,100,1.0106751757493542,0.000204697099904,0.0027851034887527047,-0.0009658205401465915,0.007308875057849223,0.00020446742280255,0.0027182978182443145,0.015994229700734233,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,64,300,1.009719319961072,5.374550688874713e-05,0.0018292477004704447,-0.001299691952259105,0.005918226417910173,5.305618448429627e-05,0.0017808755483596816,0.0128144076872137,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,64,1000,1.0090844045349707,-0.0002522202350082,0.001194332274369313,-0.0014032757331752792,0.004219225202826792,-0.0002486818807804,0.0011639284281896002,0.01109241049478522,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,64,3000,1.0087286150084505,-0.0001731472694076,0.0008385427478490953,-0.00105807005565362,0.0029297535350164957,-0.00017264850546755,0.0008173117738274184,0.008779895911478692,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,64,10000,1.0082260491574424,-0.00015087214965155,0.00033597689684097847,-0.000992646724585931,0.0018089696868062843,-0.00014815526912430001,0.0003299690882215318,0.005583519472693201,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,128,100,1.008106061546691,0.0014560992279625,0.0027449396770827614,0.00019969772402599357,0.006391558866161033,0.0014541835078188,0.002706749123876689,0.009783698033505022,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,128,300,1.007233489905159,0.00131035653221605,0.0018723680355506342,-0.0002997595724375536,0.004492353686482169,0.0013047046665206,0.0018535065217805398,0.008214792274153681,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,128,1000,1.0065647700254408,0.0009734996598595,0.0012036481558324501,-0.0005965622951773113,0.0030691587023567194,0.00097236390926095,0.0011980342625822864,0.007057346184027053,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,AB_noaux,128,3000,1.0060872542784958,0.0005767767700673499,0.0007261324088873869,-0.0005345452945939673,0.0020182477681390076,0.00057207126061605,0.0007299859653907119,0.006015787138106664,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,AB_noaux,128,10000,1.0056439019657202,0.00017399147949610002,0.00028278009611196284,-0.0006081601704964865,0.001164841844806477,0.00017231261161195,0.000292587120013397,0.00414902197366871,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,QRC_K0,1,100,0.61147982272917,0.37094717427951895,0.43485122393968595,0.36219890460108595,0.5299040039551096,2.3623965587464513,2.8450157347850222,5.377210999569364,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,1,300,0.48850213934743275,0.26135011604326536,0.3118735405579488,0.2546881930455776,0.38206802510417004,1.6416967125123136,2.0388875382510276,4.161500476458249,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,1,1000,0.3879270401500436,0.17539146887649434,0.21129844136055967,0.16820111278748778,0.2712898358402421,1.1025607205685848,1.3864941050130817,2.8964994541795033,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,1,3000,0.319935978819409,0.11849417525521964,0.14330738002992507,0.11262196679500557,0.1839616639416808,0.7309416628612868,0.9471431223929119,2.071767283302083,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,1,10000,0.26733612952714697,0.07270642897104725,0.09070753073766305,0.06816212697415631,0.11925388658433238,0.44775455280658016,0.603645284017964,1.4449942684298789,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,QRC_K0,2,100,0.7568857391505208,0.34251289569569643,0.3863764525824095,0.32706811370034905,0.4664669494129259,1.04940931106939,1.1701876329907903,2.135497719552008,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,2,300,0.6654682463247255,0.25359299523435574,0.29495895975661407,0.244990284277122,0.35411879527221934,0.7543265322576254,0.8891410981414409,1.6600475803495107,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,2,1000,0.5877042830848394,0.1818854124705267,0.21719499651672805,0.17671374140677007,0.2679321869371493,0.5482081289247556,0.6550904468725005,1.2828397749926677,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,2,3000,0.5277896166602978,0.131720425192555,0.15728033009218648,0.12500428656717763,0.1984136162552252,0.38845547734332475,0.4766397076754483,1.0050146361838252,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,2,10000,0.4761939056932534,0.08549763862138926,0.1056846191251421,0.0790315050567691,0.13650261856571452,0.25555872383656153,0.3220088627124674,0.7192927513511159,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,QRC_K0,4,100,0.9535876425852583,0.1851550943025978,0.17154425597664197,0.10701677090203937,0.22572726781966154,0.25542085173861806,0.2627055257595273,0.5292913887322128,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,4,300,0.9275675292931583,0.1598832162048073,0.14552414268454206,0.09042525120047398,0.19442973392563792,0.21846417022257386,0.22381672052157,0.4643502695279046,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,4,1000,0.9045410632337113,0.1317904997428091,0.12249767662509498,0.07229473428938189,0.16633862689561166,0.17595011418299789,0.1859450231068647,0.3681650104722094,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,4,3000,0.8770327288207455,0.09511407687568965,0.09498934221212925,0.05515547020356783,0.13267169747949029,0.1292567266552055,0.14192741193148456,0.30912383586636527,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,4,10000,0.8535265560632547,0.0679126365936085,0.0714831694546383,0.03926789442958811,0.10327608718693054,0.09578048205814224,0.10627918626181031,0.2528472769118443,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,QRC_K0,8,100,1.0019736309091014,0.03668284452772695,0.041885185163033696,0.016566762003883462,0.06526256034680153,0.0374653649796819,0.048176808317552285,0.14232038592919527,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,8,300,0.9977143898451243,0.03242691199421805,0.037625944099056584,0.014174997035671658,0.06071334712436116,0.0330825969536537,0.043492628711401554,0.13506098130017546,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,8,1000,0.9941616601147681,0.0290934503465429,0.0340732143687005,0.01249546211906122,0.054748671904926244,0.0298249312191455,0.03956932514129804,0.13038631994141386,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,8,3000,0.9880788631411633,0.02358994619704705,0.027990417395095803,0.010114883943449594,0.04514034445603061,0.02441213942449135,0.0325019505803104,0.10344037828158757,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,QRC_K0,8,10000,0.9826344540794825,0.019446661783747397,0.022546008333415034,0.008316227317278794,0.036247923640339165,0.020440736307229,0.02601764656047275,0.0855799346993533,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,QRC_K0,16,100,0.9880738944571346,0.0040580380981857,0.009677169210981594,0.0023715724946434032,0.017498892850481153,0.0040585697362823005,0.010410202181014083,0.038407365489086215,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
